location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Israel,2021-03-20,60-69,88.07,82.44
Israel,2021-03-20,70-79,96.76,92.34
Israel,2021-03-20,80-89,94.03,89.15
Israel,2021-03-20,90+,96.57,90.13
Israel,2021-03-21,20-29,71.33,58.0
Israel,2021-03-21,30-39,76.26,64.89
Israel,2021-03-21,40-49,81.4,72.5
Israel,2021-03-21,50-59,86.43,78.69
Israel,2021-03-21,60-69,88.18,82.73
Israel,2021-03-21,70-79,96.84,92.56
Israel,2021-03-21,80-89,94.11,89.4
Israel,2021-03-21,90+,96.67,90.33
Israel,2021-03-22,20-29,71.65,58.88
Israel,2021-03-22,30-39,76.51,65.72
Israel,2021-03-22,40-49,81.58,73.05
Israel,2021-03-22,50-59,86.57,79.1
Israel,2021-03-22,60-69,88.28,82.95
Israel,2021-03-22,70-79,96.92,92.72
Israel,2021-03-22,80-89,94.18,89.62
Israel,2021-03-22,90+,96.81,90.59
Israel,2021-03-23,20-29,71.72,59.06
Israel,2021-03-23,30-39,76.56,65.88
Israel,2021-03-23,40-49,81.61,73.16
Israel,2021-03-23,50-59,86.6,79.18
Israel,2021-03-23,60-69,88.3,82.99
Israel,2021-03-23,70-79,96.93,92.76
Israel,2021-03-23,80-89,94.19,89.65
Israel,2021-03-23,90+,96.82,90.63
Israel,2021-03-24,20-29,71.98,60.14
Israel,2021-03-24,30-39,76.77,66.82
Israel,2021-03-24,40-49,81.77,73.79
Israel,2021-03-24,50-59,86.72,79.67
Israel,2021-03-24,60-69,88.37,83.3
Israel,2021-03-24,70-79,97.0,93.01
Israel,2021-03-24,80-89,94.28,89.95
Israel,2021-03-24,90+,96.91,90.9
Israel,2021-03-25,20-29,72.23,61.0
Israel,2021-03-25,30-39,76.98,67.58
Israel,2021-03-25,40-49,81.92,74.31
Israel,2021-03-25,50-59,86.84,80.06
Israel,2021-03-25,60-69,88.46,83.53
Israel,2021-03-25,70-79,97.06,93.18
Israel,2021-03-25,80-89,94.35,90.15
Israel,2021-03-25,90+,97.0,91.09
Israel,2021-03-26,20-29,72.3,61.27
Israel,2021-03-26,30-39,77.05,67.83
Israel,2021-03-26,40-49,81.97,74.48
Israel,2021-03-26,50-59,86.88,80.18
Israel,2021-03-26,60-69,88.48,83.59
Israel,2021-03-26,70-79,97.08,93.22
Israel,2021-03-26,80-89,94.37,90.21
Israel,2021-03-26,90+,97.02,91.15
Israel,2021-03-28,20-29,72.43,61.58
Israel,2021-03-28,30-39,77.14,68.04
Israel,2021-03-28,40-49,82.03,74.64
Israel,2021-03-28,50-59,86.92,80.31
Israel,2021-03-28,60-69,88.51,83.65
Israel,2021-03-28,70-79,97.09,93.26
Israel,2021-03-28,80-89,94.38,90.24
Israel,2021-03-28,90+,97.05,91.18
Israel,2021-03-29,20-29,72.57,62.24
Israel,2021-03-29,30-39,77.26,68.62
Israel,2021-03-29,40-49,82.13,75.06
Israel,2021-03-29,50-59,87.01,80.64
Israel,2021-03-29,60-69,88.57,83.86
Israel,2021-03-29,70-79,97.14,93.43
Israel,2021-03-29,80-89,94.43,90.43
Israel,2021-03-29,90+,97.14,91.4
Israel,2021-03-30,20-29,72.75,62.77
Israel,2021-03-30,30-39,77.4,69.05
Israel,2021-03-30,40-49,82.23,75.38
Israel,2021-03-30,50-59,87.1,80.89
Israel,2021-03-30,60-69,88.64,84.02
Israel,2021-03-30,70-79,97.2,93.56
Israel,2021-03-30,80-89,94.51,90.6
Israel,2021-03-30,90+,97.25,91.56
Israel,2021-03-31,20-29,72.93,63.23
Israel,2021-03-31,30-39,77.55,69.47
Israel,2021-03-31,40-49,82.34,75.67
Israel,2021-03-31,50-59,87.2,81.12
Israel,2021-03-31,60-69,88.71,84.21
Israel,2021-03-31,70-79,97.26,93.72
Israel,2021-03-31,80-89,94.6,90.75
Israel,2021-03-31,90+,97.38,91.73
Israel,2021-04-01,20-29,73.11,63.68
Israel,2021-04-01,30-39,77.69,69.86
Israel,2021-04-01,40-49,82.46,75.93
Israel,2021-04-01,50-59,87.29,81.32
Israel,2021-04-01,60-69,88.78,84.33
Israel,2021-04-01,70-79,97.32,93.81
Israel,2021-04-01,80-89,94.67,90.86
Israel,2021-04-01,90+,97.45,91.85
Israel,2021-04-02,20-29,73.11,63.69
Israel,2021-04-02,30-39,77.69,69.86
Israel,2021-04-02,40-49,82.46,75.94
Israel,2021-04-02,50-59,87.3,81.33
Israel,2021-04-02,60-69,88.78,84.33
Israel,2021-04-02,70-79,97.32,93.81
Israel,2021-04-02,80-89,94.67,90.86
Israel,2021-04-02,90+,97.46,91.85
Israel,2021-04-03,20-29,73.2,63.96
Israel,2021-04-03,30-39,77.77,70.08
Israel,2021-04-03,40-49,82.52,76.09
Israel,2021-04-03,50-59,87.35,81.43
Israel,2021-04-03,60-69,88.8,84.39
Israel,2021-04-03,70-79,97.34,93.85
Israel,2021-04-03,80-89,94.69,90.91
Israel,2021-04-03,90+,97.49,91.88
Israel,2021-04-04,20-29,73.47,64.53
Israel,2021-04-04,30-39,78.02,70.56
Israel,2021-04-04,40-49,82.7,76.42
Israel,2021-04-04,50-59,87.48,81.66
Israel,2021-04-04,60-69,88.89,84.54
Israel,2021-04-04,70-79,97.41,93.96
Israel,2021-04-04,80-89,94.76,91.05
Israel,2021-04-04,90+,97.6,92.01
Israel,2021-04-05,20-29,73.67,65.06
Israel,2021-04-05,30-39,78.17,70.97
Israel,2021-04-05,40-49,82.8,76.7
Israel,2021-04-05,50-59,87.58,81.87
Israel,2021-04-05,60-69,88.95,84.66
Israel,2021-04-05,70-79,97.47,94.05
Israel,2021-04-05,80-89,94.85,91.16
Israel,2021-04-05,90+,97.7,92.15
Israel,2021-04-06,20-29,73.78,65.32
Israel,2021-04-06,30-39,78.26,71.2
Israel,2021-04-06,40-49,82.86,76.86
Israel,2021-04-06,50-59,87.63,81.99
Israel,2021-04-06,60-69,89.0,84.74
Israel,2021-04-06,70-79,97.53,94.11
Israel,2021-04-06,80-89,94.91,91.22
Israel,2021-04-06,90+,97.78,92.25
Israel,2021-04-07,20-29,74.05,65.85
Israel,2021-04-07,30-39,78.48,71.63
Israel,2021-04-07,40-49,83.01,77.16
Israel,2021-04-07,50-59,87.77,82.21
Israel,2021-04-07,60-69,89.11,84.87
Israel,2021-04-07,70-79,97.61,94.21
Israel,2021-04-07,80-89,95.0,91.34
Israel,2021-04-07,90+,97.98,92.41
Israel,2021-04-08,20-29,74.25,66.25
Israel,2021-04-08,30-39,78.67,71.99
Israel,2021-04-08,40-49,83.15,77.41
Israel,2021-04-08,50-59,87.88,82.38
Israel,2021-04-08,60-69,89.19,84.98
Israel,2021-04-08,70-79,97.68,94.29
Israel,2021-04-08,80-89,95.09,91.44
Israel,2021-04-08,90+,98.16,92.5
Israel,2021-04-09,20-29,74.34,66.42
Israel,2021-04-09,30-39,78.76,72.15
Israel,2021-04-09,40-49,83.21,77.51
Israel,2021-04-09,50-59,87.93,82.45
Israel,2021-04-09,60-69,89.22,85.02
Israel,2021-04-09,70-79,97.69,94.31
Israel,2021-04-09,80-89,95.11,91.47
Israel,2021-04-09,90+,98.19,92.52
Israel,2021-04-10,20-29,74.39,66.52
Israel,2021-04-10,30-39,78.79,72.22
Israel,2021-04-10,40-49,83.23,77.57
Israel,2021-04-10,50-59,87.95,82.5
Israel,2021-04-10,60-69,89.23,85.04
Israel,2021-04-10,70-79,97.7,94.33
Israel,2021-04-10,80-89,95.12,91.48
Israel,2021-04-10,90+,98.19,92.53
Israel,2021-04-11,20-29,74.6,66.87
Israel,2021-04-11,30-39,78.98,72.5
Israel,2021-04-11,40-49,83.35,77.76
Israel,2021-04-11,50-59,88.05,82.64
Israel,2021-04-11,60-69,89.31,85.13
Israel,2021-04-11,70-79,97.78,94.4
Israel,2021-04-11,80-89,95.19,91.57
Israel,2021-04-11,90+,98.31,92.66
Israel,2021-04-12,20-29,74.76,67.13
Israel,2021-04-12,30-39,79.1,72.71
Israel,2021-04-12,40-49,83.44,77.89
Israel,2021-04-12,50-59,88.13,82.75
Israel,2021-04-12,60-69,89.37,85.2
Israel,2021-04-12,70-79,97.85,94.47
Israel,2021-04-12,80-89,95.28,91.64
Israel,2021-04-12,90+,98.44,92.78
Israel,2021-04-13,20-29,74.89,67.3
Israel,2021-04-13,30-39,79.22,72.86
Israel,2021-04-13,40-49,83.53,77.99
Israel,2021-04-13,50-59,88.2,82.82
Israel,2021-04-13,60-69,89.43,85.25
Israel,2021-04-13,70-79,97.9,94.51
Israel,2021-04-13,80-89,95.35,91.68
Israel,2021-04-13,90+,98.55,92.87
Israel,2021-04-14,20-29,74.99,67.44
Israel,2021-04-14,30-39,79.32,72.99
Israel,2021-04-14,40-49,83.6,78.08
Israel,2021-04-14,50-59,88.27,82.89
Israel,2021-04-14,60-69,89.47,85.29
Israel,2021-04-14,70-79,97.94,94.54
Israel,2021-04-14,80-89,95.4,91.73
Israel,2021-04-14,90+,98.7,92.94
Israel,2021-04-15,20-29,75.01,67.47
Israel,2021-04-15,30-39,79.33,73.01
Israel,2021-04-15,40-49,83.6,78.09
Israel,2021-04-15,50-59,88.28,82.9
Israel,2021-04-15,60-69,89.47,85.3
Israel,2021-04-15,70-79,97.95,94.55
Israel,2021-04-15,80-89,95.41,91.74
Israel,2021-04-15,90+,98.71,92.96
Israel,2021-04-16,20-29,75.08,67.62
Israel,2021-04-16,30-39,79.39,73.14
Israel,2021-04-16,40-49,83.65,78.18
Israel,2021-04-16,50-59,88.31,82.96
Israel,2021-04-16,60-69,89.5,85.34
Israel,2021-04-16,70-79,97.96,94.57
Israel,2021-04-16,80-89,95.43,91.78
Israel,2021-04-16,90+,98.73,93.01
Israel,2021-04-17,20-29,75.1,67.68
Israel,2021-04-17,30-39,79.41,73.19
Israel,2021-04-17,40-49,83.66,78.21
Israel,2021-04-17,50-59,88.32,82.98
Israel,2021-04-17,60-69,89.5,85.35
Israel,2021-04-17,70-79,97.97,94.58
Israel,2021-04-17,80-89,95.44,91.78
Israel,2021-04-17,90+,98.73,93.01
Israel,2021-04-18,20-29,75.17,67.77
Israel,2021-04-18,30-39,79.46,73.26
Israel,2021-04-18,40-49,83.7,78.25
Israel,2021-04-18,50-59,88.35,83.02
Israel,2021-04-18,60-69,89.53,85.37
Israel,2021-04-18,70-79,97.99,94.61
Israel,2021-04-18,80-89,95.45,91.81
Israel,2021-04-18,90+,98.76,93.06
Israel,2021-04-19,20-29,75.27,67.87
Israel,2021-04-19,30-39,79.53,73.34
Israel,2021-04-19,40-49,83.75,78.3
Israel,2021-04-19,50-59,88.4,83.05
Israel,2021-04-19,60-69,89.57,85.4
Israel,2021-04-19,70-79,98.02,94.63
Israel,2021-04-19,80-89,95.48,91.83
Israel,2021-04-19,90+,98.78,93.07
Israel,2021-04-20,20-29,75.54,68.18
Israel,2021-04-20,30-39,79.75,73.6
Israel,2021-04-20,40-49,83.91,78.48
Israel,2021-04-20,50-59,88.55,83.19
Israel,2021-04-20,60-69,89.67,85.51
Israel,2021-04-20,70-79,98.1,94.71
Israel,2021-04-20,80-89,95.57,91.95
Israel,2021-04-20,90+,98.92,93.28
Israel,2021-04-21,20-29,75.67,68.34
Israel,2021-04-21,30-39,79.86,73.73
Israel,2021-04-21,40-49,83.99,78.57
Israel,2021-04-21,50-59,88.62,83.26
Israel,2021-04-21,60-69,89.72,85.56
Israel,2021-04-21,70-79,98.14,94.76
Israel,2021-04-21,80-89,95.61,92.02
Israel,2021-04-21,90+,99.0,93.4
Israel,2021-04-22,20-29,75.78,68.49
Israel,2021-04-22,30-39,79.96,73.86
Israel,2021-04-22,40-49,84.06,78.67
Israel,2021-04-22,50-59,88.68,83.34
Israel,2021-04-22,60-69,89.77,85.61
Israel,2021-04-22,70-79,98.18,94.8
Israel,2021-04-22,80-89,95.65,92.1
Israel,2021-04-22,90+,99.05,93.5
Israel,2021-04-23,20-29,75.83,68.56
Israel,2021-04-23,30-39,80.01,73.92
Israel,2021-04-23,40-49,84.09,78.71
Israel,2021-04-23,50-59,88.71,83.37
Israel,2021-04-23,60-69,89.79,85.63
Israel,2021-04-23,70-79,98.19,94.81
Israel,2021-04-23,80-89,95.67,92.11
Israel,2021-04-23,90+,99.07,93.53
Israel,2021-04-24,20-29,75.85,68.58
Israel,2021-04-24,30-39,80.02,73.94
Israel,2021-04-24,40-49,84.11,78.72
Israel,2021-04-24,50-59,88.72,83.38
Israel,2021-04-24,60-69,89.79,85.63
Israel,2021-04-24,70-79,98.19,94.82
Israel,2021-04-24,80-89,95.67,92.11
Israel,2021-04-24,90+,99.07,93.53
Israel,2021-04-25,20-29,75.99,68.8
Israel,2021-04-25,30-39,80.13,74.11
Israel,2021-04-25,40-49,84.19,78.83
Israel,2021-04-25,50-59,88.8,83.47
Israel,2021-04-25,60-69,89.85,85.7
Israel,2021-04-25,70-79,98.24,94.87
Israel,2021-04-25,80-89,95.71,92.17
Israel,2021-04-25,90+,99.12,93.62
Israel,2021-04-26,20-29,76.12,70.02
Israel,2021-04-26,30-39,80.23,75.6
Israel,2021-04-26,40-49,84.25,79.99
Israel,2021-04-26,50-59,88.85,84.28
Israel,2021-04-26,60-69,89.88,85.9
Israel,2021-04-26,70-79,98.27,94.95
Israel,2021-04-26,80-89,95.75,92.24
Israel,2021-04-26,90+,99.17,93.7
Israel,2021-04-27,20-29,76.21,69.94
Israel,2021-04-27,30-39,80.32,75.56
Israel,2021-04-27,40-49,84.32,79.98
Israel,2021-04-27,50-59,88.91,84.28
Israel,2021-04-27,60-69,89.92,85.94
Israel,2021-04-27,70-79,98.31,95.0
Israel,2021-04-27,80-89,95.79,92.31
Israel,2021-04-27,90+,99.23,93.83
Israel,2021-04-28,20-29,76.31,70.11
Israel,2021-04-28,30-39,80.42,75.69
Israel,2021-04-28,40-49,84.41,80.06
Israel,2021-04-28,50-59,88.98,84.35
Israel,2021-04-28,60-69,89.97,85.99
Israel,2021-04-28,70-79,98.34,95.04
Israel,2021-04-28,80-89,95.82,92.37
Israel,2021-04-28,90+,99.28,93.96
Israel,2021-04-29,20-29,76.32,69.44
Israel,2021-04-29,30-39,80.39,74.61
Israel,2021-04-29,40-49,84.37,79.15
Israel,2021-04-29,50-59,88.97,83.74
Israel,2021-04-29,60-69,89.98,85.9
Israel,2021-04-29,70-79,98.36,95.06
Israel,2021-04-29,80-89,95.85,92.43
Israel,2021-04-29,90+,99.31,94.08
Israel,2021-04-30,20-29,76.42,70.35
Israel,2021-04-30,30-39,80.54,75.94
Israel,2021-04-30,40-49,84.5,80.23
Israel,2021-04-30,50-59,89.06,84.48
Israel,2021-04-30,60-69,90.02,86.07
Israel,2021-04-30,70-79,98.38,95.11
Israel,2021-04-30,80-89,95.86,92.47
Israel,2021-04-30,90+,99.32,94.13
Israel,2021-05-02,20-29,76.43,69.67
Israel,2021-05-02,30-39,80.48,74.81
Israel,2021-05-02,40-49,84.44,79.26
Israel,2021-05-02,50-59,89.02,83.82
Israel,2021-05-02,60-69,90.02,85.96
Israel,2021-05-02,70-79,98.39,95.12
Israel,2021-05-02,80-89,95.88,92.51
Israel,2021-05-02,90+,99.34,94.21
Israel,2021-05-03,20-29,76.47,69.76
Israel,2021-05-03,30-39,80.52,74.88
Israel,2021-05-03,40-49,84.47,79.32
Israel,2021-05-03,50-59,89.05,83.86
Israel,2021-05-03,60-69,90.04,85.99
Israel,2021-05-03,70-79,98.4,95.15
Israel,2021-05-03,80-89,95.9,92.55
Israel,2021-05-03,90+,99.36,94.25
Israel,2021-05-04,20-29,76.58,69.9
Israel,2021-05-04,30-39,80.62,75.01
Israel,2021-05-04,40-49,84.54,79.41
Israel,2021-05-04,50-59,89.11,83.92
Israel,2021-05-04,60-69,90.08,86.04
Israel,2021-05-04,70-79,98.44,95.2
Israel,2021-05-04,80-89,95.94,92.63
Israel,2021-05-04,90+,99.41,94.4
Israel,2021-05-05,20-29,76.64,69.98
Israel,2021-05-05,30-39,80.68,75.09
Israel,2021-05-05,40-49,84.58,79.45
Israel,2021-05-05,50-59,89.14,83.96
Israel,2021-05-05,60-69,90.1,86.07
Israel,2021-05-05,70-79,98.46,95.22
Israel,2021-05-05,80-89,95.96,92.67
Israel,2021-05-05,90+,99.42,94.47
Israel,2021-05-06,20-29,76.71,70.06
Israel,2021-05-06,30-39,80.75,75.15
Israel,2021-05-06,40-49,84.63,79.49
Israel,2021-05-06,50-59,89.18,83.99
Israel,2021-05-06,60-69,90.13,86.09
Israel,2021-05-06,70-79,98.48,95.24
Israel,2021-05-06,80-89,95.98,92.7
Israel,2021-05-06,90+,99.45,94.5
Israel,2021-05-07,20-29,76.74,70.11
Israel,2021-05-07,30-39,80.79,75.19
Israel,2021-05-07,40-49,84.65,79.52
Israel,2021-05-07,50-59,89.21,84.01
Israel,2021-05-07,60-69,90.14,86.1
Israel,2021-05-07,70-79,98.49,95.25
Israel,2021-05-07,80-89,95.99,92.72
Israel,2021-05-07,90+,99.45,94.53
Israel,2021-05-08,20-29,76.75,70.12
Israel,2021-05-08,30-39,80.79,75.2
Israel,2021-05-08,40-49,84.66,79.52
Israel,2021-05-08,50-59,89.21,84.02
Israel,2021-05-08,60-69,90.14,86.1
Israel,2021-05-08,70-79,98.49,95.25
Israel,2021-05-08,80-89,95.99,92.72
Israel,2021-05-08,90+,99.45,94.53
Israel,2021-05-09,20-29,76.81,70.23
Israel,2021-05-09,30-39,80.85,75.28
Israel,2021-05-09,40-49,84.69,79.58
Israel,2021-05-09,50-59,89.24,84.06
Israel,2021-05-09,60-69,90.16,86.14
Israel,2021-05-09,70-79,98.51,95.28
Israel,2021-05-09,80-89,96.01,92.75
Israel,2021-05-09,90+,99.48,94.6
Israel,2021-05-10,20-29,76.86,70.33
Israel,2021-05-10,30-39,80.9,75.38
Israel,2021-05-10,40-49,84.73,79.63
Israel,2021-05-10,50-59,89.28,84.1
Israel,2021-05-10,60-69,90.18,86.18
Israel,2021-05-10,70-79,98.53,95.32
Israel,2021-05-10,80-89,96.03,92.8
Israel,2021-05-10,90+,99.52,94.72
Israel,2021-05-11,20-29,76.89,70.38
Israel,2021-05-11,30-39,80.92,75.42
Israel,2021-05-11,40-49,84.75,79.66
Israel,2021-05-11,50-59,89.3,84.13
Israel,2021-05-11,60-69,90.19,86.19
Israel,2021-05-11,70-79,98.54,95.33
Israel,2021-05-11,80-89,96.04,92.82
Israel,2021-05-11,90+,99.54,94.75
Israel,2021-05-12,20-29,76.93,70.46
Israel,2021-05-12,30-39,80.96,75.49
Israel,2021-05-12,40-49,84.78,79.71
Israel,2021-05-12,50-59,89.32,84.17
Israel,2021-05-12,60-69,90.21,86.22
Israel,2021-05-12,70-79,98.55,95.36
Israel,2021-05-12,80-89,96.06,92.85
Israel,2021-05-12,90+,99.56,94.8
Israel,2021-05-13,20-29,76.97,70.52
Israel,2021-05-13,30-39,81.0,75.55
Israel,2021-05-13,40-49,84.8,79.75
Israel,2021-05-13,50-59,89.33,84.2
Israel,2021-05-13,60-69,90.23,86.24
Israel,2021-05-13,70-79,98.56,95.38
Israel,2021-05-13,80-89,96.07,92.88
Israel,2021-05-13,90+,99.59,94.84
Israel,2021-05-14,20-29,77.0,70.58
Israel,2021-05-14,30-39,81.03,75.61
Israel,2021-05-14,40-49,84.82,79.79
Israel,2021-05-14,50-59,89.35,84.23
Israel,2021-05-14,60-69,90.24,86.26
Israel,2021-05-14,70-79,98.57,95.4
Israel,2021-05-14,80-89,96.08,92.91
Israel,2021-05-14,90+,99.59,94.86
Israel,2021-05-15,20-29,77.01,70.58
Israel,2021-05-15,30-39,81.03,75.61
Israel,2021-05-15,40-49,84.83,79.79
Israel,2021-05-15,50-59,89.36,84.23
Israel,2021-05-15,60-69,90.24,86.27
Israel,2021-05-15,70-79,98.57,95.4
Israel,2021-05-15,80-89,96.08,92.91
Israel,2021-05-15,90+,99.6,94.86
Israel,2021-05-16,20-29,77.02,70.61
Israel,2021-05-16,30-39,81.04,75.63
Israel,2021-05-16,40-49,84.83,79.8
Israel,2021-05-16,50-59,89.36,84.24
Israel,2021-05-16,60-69,90.24,86.27
Israel,2021-05-16,70-79,98.57,95.4
Israel,2021-05-16,80-89,96.08,92.92
Israel,2021-05-16,90+,99.6,94.87
Israel,2021-05-17,20-29,77.02,70.63
Israel,2021-05-17,30-39,81.04,75.64
Israel,2021-05-17,40-49,84.84,79.81
Israel,2021-05-17,50-59,89.37,84.25
Israel,2021-05-17,60-69,90.25,86.28
Israel,2021-05-17,70-79,98.58,95.41
Israel,2021-05-17,80-89,96.08,92.92
Israel,2021-05-17,90+,99.6,94.87
Israel,2021-05-18,20-29,77.06,70.72
Israel,2021-05-18,30-39,81.08,75.74
Israel,2021-05-18,40-49,84.86,79.87
Israel,2021-05-18,50-59,89.39,84.31
Israel,2021-05-18,60-69,90.26,86.32
Israel,2021-05-18,70-79,98.59,95.45
Israel,2021-05-18,80-89,96.1,92.96
Israel,2021-05-18,90+,99.63,94.94
Israel,2021-05-19,20-29,77.08,70.77
Israel,2021-05-19,30-39,81.09,75.78
Israel,2021-05-19,40-49,84.87,79.9
Israel,2021-05-19,50-59,89.4,84.33
Israel,2021-05-19,60-69,90.27,86.34
Israel,2021-05-19,70-79,98.6,95.47
Israel,2021-05-19,80-89,96.11,92.98
Israel,2021-05-19,90+,99.66,94.97
Israel,2021-05-20,20-29,77.15,70.91
Israel,2021-05-20,30-39,81.15,75.9
Israel,2021-05-20,40-49,84.91,79.98
Israel,2021-05-20,50-59,89.44,84.4
Israel,2021-05-20,60-69,90.3,86.4
Israel,2021-05-20,70-79,98.62,95.51
Israel,2021-05-20,80-89,96.13,93.04
Israel,2021-05-20,90+,99.7,95.05
Israel,2021-05-21,20-29,77.17,70.94
Israel,2021-05-21,30-39,81.17,75.93
Israel,2021-05-21,40-49,84.93,80.0
Israel,2021-05-21,50-59,89.45,84.41
Israel,2021-05-21,60-69,90.3,86.41
Israel,2021-05-21,70-79,98.62,95.51
Israel,2021-05-21,80-89,96.13,93.05
Israel,2021-05-21,90+,99.7,95.07
Israel,2021-05-22,20-29,77.18,70.95
Israel,2021-05-22,30-39,81.18,75.94
Israel,2021-05-22,40-49,84.93,80.0
Israel,2021-05-22,50-59,89.45,84.42
Israel,2021-05-22,60-69,90.3,86.41
Israel,2021-05-22,70-79,98.62,95.51
Israel,2021-05-22,80-89,96.13,93.05
Israel,2021-05-22,90+,99.7,95.07
Israel,2021-05-23,20-29,77.1,70.93
Israel,2021-05-23,30-39,81.2,75.99
Israel,2021-05-23,40-49,84.89,79.98
Israel,2021-05-23,50-59,89.19,84.19
Israel,2021-05-23,60-69,90.24,86.37
Israel,2021-05-23,70-79,97.77,94.71
Israel,2021-05-23,80-89,95.52,92.46
Israel,2021-05-23,90+,98.02,93.47
Israel,2021-05-24,20-29,77.16,71.01
Israel,2021-05-24,30-39,81.24,76.06
Israel,2021-05-24,40-49,84.92,80.03
Israel,2021-05-24,50-59,89.23,84.24
Israel,2021-05-24,60-69,90.26,86.4
Israel,2021-05-24,70-79,97.8,94.75
Israel,2021-05-24,80-89,95.55,92.51
Israel,2021-05-24,90+,98.08,93.53
Israel,2021-05-25,20-29,77.19,71.06
Israel,2021-05-25,30-39,81.27,76.11
Israel,2021-05-25,40-49,84.95,80.07
Israel,2021-05-25,50-59,89.25,84.27
Israel,2021-05-25,60-69,90.28,86.42
Israel,2021-05-25,70-79,97.83,94.79
Israel,2021-05-25,80-89,95.57,92.55
Israel,2021-05-25,90+,98.13,93.6
Israel,2021-05-26,20-29,77.2,71.08
Israel,2021-05-26,30-39,81.29,76.13
Israel,2021-05-26,40-49,84.96,80.09
Israel,2021-05-26,50-59,89.27,84.29
Israel,2021-05-26,60-69,90.28,86.43
Israel,2021-05-26,70-79,97.86,94.82
Israel,2021-05-26,80-89,95.6,92.59
Israel,2021-05-26,90+,98.17,93.65
Israel,2021-05-27,20-29,77.23,71.14
Israel,2021-05-27,30-39,81.31,76.18
Israel,2021-05-27,40-49,84.98,80.12
Israel,2021-05-27,50-59,89.3,84.32
Israel,2021-05-27,60-69,90.3,86.45
Israel,2021-05-27,70-79,97.88,94.85
Israel,2021-05-27,80-89,95.63,92.63
Israel,2021-05-27,90+,98.22,93.71
Israel,2021-05-28,20-29,77.27,71.2
Israel,2021-05-28,30-39,81.34,76.24
Israel,2021-05-28,40-49,85.0,80.16
Israel,2021-05-28,50-59,89.33,84.37
Israel,2021-05-28,60-69,90.31,86.47
Israel,2021-05-28,70-79,97.91,94.89
Israel,2021-05-28,80-89,95.66,92.67
Israel,2021-05-28,90+,98.27,93.78
Israel,2021-05-29,20-29,77.28,71.2
Israel,2021-05-29,30-39,81.34,76.24
Israel,2021-05-29,40-49,85.01,80.16
Israel,2021-05-29,50-59,89.34,84.38
Israel,2021-05-29,60-69,90.31,86.47
Israel,2021-05-29,70-79,97.93,94.91
Israel,2021-05-29,80-89,95.67,92.68
Israel,2021-05-29,90+,98.31,93.82
Israel,2021-05-30,20-29,77.3,71.24
Israel,2021-05-30,30-39,81.36,76.27
Israel,2021-05-30,40-49,85.01,80.18
Israel,2021-05-30,50-59,89.36,84.4
Israel,2021-05-30,60-69,90.32,86.49
Israel,2021-05-30,70-79,97.96,94.95
Israel,2021-05-30,80-89,95.69,92.71
Israel,2021-05-30,90+,98.34,93.87
Israel,2021-05-31,20-29,77.34,71.29
Israel,2021-05-31,30-39,81.37,76.32
Israel,2021-05-31,40-49,84.99,80.21
Israel,2021-05-31,50-59,89.35,84.43
Israel,2021-05-31,60-69,90.32,86.51
Israel,2021-05-31,70-79,97.99,94.98
Israel,2021-05-31,80-89,95.71,92.73
Israel,2021-05-31,90+,98.37,93.92
Israel,2021-06-01,20-29,77.37,71.32
Israel,2021-06-01,30-39,81.39,76.35
Israel,2021-06-01,40-49,85.01,80.23
Israel,2021-06-01,50-59,89.38,84.45
Israel,2021-06-01,60-69,90.34,86.52
Israel,2021-06-01,70-79,98.03,95.02
Israel,2021-06-01,80-89,95.74,92.76
Israel,2021-06-01,90+,98.44,94.01
Israel,2021-06-02,20-29,77.4,71.35
Israel,2021-06-02,30-39,81.41,76.37
Israel,2021-06-02,40-49,85.03,80.25
Israel,2021-06-02,50-59,89.39,84.47
Israel,2021-06-02,60-69,90.35,86.54
Israel,2021-06-02,70-79,98.06,95.05
Israel,2021-06-02,80-89,95.76,92.78
Israel,2021-06-02,90+,98.49,94.06
Israel,2021-06-03,20-29,77.43,71.38
Israel,2021-06-03,30-39,81.43,76.4
Israel,2021-06-03,40-49,85.04,80.26
Israel,2021-06-03,50-59,89.42,84.5
Israel,2021-06-03,60-69,90.36,86.55
Israel,2021-06-03,70-79,98.09,95.08
Israel,2021-06-03,80-89,95.77,92.81
Israel,2021-06-03,90+,98.52,94.11
Israel,2021-06-04,20-29,77.44,71.38
Israel,2021-06-04,30-39,81.43,76.4
Israel,2021-06-04,40-49,85.05,80.27
Israel,2021-06-04,50-59,89.42,84.5
Israel,2021-06-04,60-69,90.37,86.56
Israel,2021-06-04,70-79,98.1,95.09
Israel,2021-06-04,80-89,95.79,92.82
Israel,2021-06-04,90+,98.55,94.14
Israel,2021-06-05,20-29,77.45,71.4
Israel,2021-06-05,30-39,81.44,76.42
Israel,2021-06-05,40-49,85.06,80.28
Israel,2021-06-05,50-59,89.44,84.51
Israel,2021-06-05,60-69,90.37,86.56
Israel,2021-06-05,70-79,98.13,95.12
Israel,2021-06-05,80-89,95.81,92.84
Israel,2021-06-05,90+,98.61,94.2
Israel,2021-06-06,20-29,77.48,71.42
Israel,2021-06-06,30-39,81.47,76.44
Israel,2021-06-06,40-49,85.07,80.29
Israel,2021-06-06,50-59,89.46,84.53
Israel,2021-06-06,60-69,90.38,86.58
Israel,2021-06-06,70-79,98.15,95.14
